@relation yeast_2vs4

@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {1,0}

@data
0.358974,0.42029,0.452055,0.63,0,0,0.416667,0.2,0
0.358974,0.246377,0.424658,0.19,0,0,0.733333,0.275,0
0.282051,0.347826,0.260274,0.23,0,0,0.616667,0.875,0
0.24359,0.391304,0.410959,0.3,0,0,0.466667,0.1375,0
0.525641,0.57971,0.369863,0.11,0,0,0.55,0.275,0
0.371795,0.57971,0.410959,0.17,0,0,0.533333,0.275,0
0.666667,0.42029,0.315068,0.18,0,0,0.55,0.275,0
0.538462,0.391304,0.369863,0.25,0,0,0.616667,0.275,0
0.24359,0.15942,0.506849,0.41,0,0,0.516667,0.1375,0
0.24359,0.275362,0.534247,0.35,0,0,0.5,0.1375,0
0.589744,0.478261,0.369863,0.13,0,0,0.666667,0.275,0
0.512821,0.347826,0.356164,0.19,0,0,0.766667,0.3375,0
0.474359,0.391304,0.424658,0.27,0,0,0.633333,0.275,0
0.371795,0.304348,0.342466,0.24,0,0,0.716667,0.275,0
0.5,0.434783,0.30137,0.27,0,0,0.733333,0.3625,0
0.217949,0.362319,0.479452,0.46,0,0,0.633333,0.4125,0
0.294872,0.202899,0.369863,0.18,0,0,0.716667,0.275,0
0.102564,0.565217,0.287671,0.23,0,0,0.7,0.275,0
0.282051,0.275362,0.438356,0.47,0,0,0.583333,0.5375,0
0.371795,0.57971,0.232877,0.2,0,0,0.566667,0.275,0
0.782051,0.362319,0.315068,0.15,0,0,0.666667,0.275,0
0.25641,0.347826,0.356164,0.18,0,0,0.683333,0.275,0
0.551282,0.536232,0.260274,0.13,0,0,0.666667,0.275,0
0.371795,0.202899,0.205479,0.21,0,0,0.733333,0.275,0
0.282051,0.449275,0.191781,0.11,0,0,0.683333,0.4375,0
0.320513,0.188406,0.383562,0.18,0,0,0.65,0.275,0
0.153846,0.347826,0.315068,0.17,0,0,0.6,0.275,0
0.24359,0.405797,0.465753,0.13,0,0,0.683333,0.275,0
0.474359,0.333333,0.39726,0.19,0,0,0.683333,0.275,0
0.602564,0.594203,0.342466,0.17,0,0,0.6,0.275,0
0.307692,0.449275,0.356164,0.52,1,0,0.6,0.275,0
0.423077,0.391304,0.424658,0.55,0,0,0.583333,0.275,0
0.397436,0.188406,0.479452,0.19,0,0,0.733333,0.275,0
0.24359,0.594203,0.342466,0.14,0,0,0.666667,0.275,0
0.461538,0.434783,0.369863,0.2,0,0,0.716667,0.275,0
0.410256,0.391304,0.260274,0.29,0,0,0.683333,0.275,0
0.435897,0.318841,0.410959,0.24,0,0,0.433333,0.35,0
0.371795,0.391304,0.39726,0.18,0,0,0.75,0.275,0
0.538462,0.362319,0.369863,0.11,0,0,0.566667,0.275,0
0.602564,0.492754,0.369863,0.18,0,0,0.5,0.275,0
0.525641,0.391304,0.260274,0.32,0,0,0.45,0.4125,0
0.333333,0.42029,0.410959,0.29,0,0,0.516667,0.1375,0
0.538462,0.463768,0.438356,0.17,0,0,0.516667,0.35,0
0.192308,0.188406,0.520548,0.4,0,0,0.316667,0.2,0
0.602564,0.565217,0.342466,0.19,0,0,0.933333,0.275,0
0.25641,0.637681,0.410959,0.19,0,0,0.516667,0.3125,0
0.25641,0.637681,0.410959,0.19,0,0,0.5,0.3125,0
0.487179,0.391304,0.369863,0.22,0,0,0.616667,0.1375,0
0.282051,0.405797,0.520548,0.28,0,0,0.766667,0.7125,0
0.141026,0.173913,0.383562,0.12,0,0,0.666667,0.475,0
0.576923,0.144928,0.356164,0.15,0,0,0.666667,0.3875,0
0.461538,0.521739,0.328767,0.07,0,0,0.7,0.275,0
0.333333,0.347826,0.328767,0.3,0,0,0.583333,0.55,0
0.076923,0.391304,0.246575,0.32,0,0,0.45,0.275,0
0.448718,0.318841,0.287671,0.27,0,0,0.516667,0.5125,0
0.602564,0.478261,0.356164,0.17,0,0,0.683333,0.275,0
0.474359,0.362319,0.328767,0.25,0,0,0.683333,0.275,0
0.858974,0.681159,0.164384,0.24,0,0,0.683333,0.275,1
0.769231,0.521739,0.191781,0.28,0,0,0.766667,0.275,1
0.705128,0.782609,0.424658,0.47,0,0,0.45,0.4375,1
0.641026,0.57971,0.150685,0.27,0,0,0.65,0.275,1
0.448718,0.304348,0.191781,0.16,0,0,0.65,0.275,1
0.820513,0.536232,0.082192,0.04,0,0,0.666667,0.275,1
0.666667,0.507246,0.164384,0.27,0,0,0.65,0.275,1
0.487179,0.550725,0.232877,0.16,0,0,0.65,0.275,1
0.935897,0.57971,0.178082,0.22,0,0,0.683333,0.275,1
0.192308,0.246377,0.246575,0.19,0,0,0.633333,0.275,1
0.692308,0.492754,0.191781,0.16,0,0,0.55,0.275,1
0.923077,0.695652,0.410959,0.45,0,0,0.716667,0.275,1
0.641026,0.391304,0.150685,0.15,0,0,0.7,0.275,1
0.628205,0.42029,0.219178,0.27,0,0,0.8,0.275,1
0.794872,0.797101,0.068493,0.37,0,0,0.633333,0.275,1
0.897436,0.884058,0.452055,0.49,0,0,0.7,0.275,1
0.74359,0.565217,0.205479,0.33,0,0,0.733333,0.275,1
0.730769,0.768116,0.39726,0.34,0,0,0.633333,0.375,1
0.5,0.797101,0.178082,0.37,0,0,0.683333,0.375,1
0.961538,0.565217,0.082192,0.49,0,0,0.683333,0.275,1
0.217949,0.188406,0.260274,0.19,0,0,0.65,0.275,1
0.602564,0.652174,0.068493,0.54,0,0,0.633333,0.275,1
0.705128,0.507246,0.109589,0.36,0,0,0.633333,0.3125,1
0.897436,0.449275,0.191781,0.26,0,0,0.65,0.3875,1
0.75641,0.608696,0.356164,0.13,0,0,0.683333,0.275,1
0.820513,0.521739,0.205479,0.57,0,0,0.616667,0.4,1
0.307692,0.246377,0.150685,0.12,0,0,0.616667,0.275,1
0.730769,0.666667,0.136986,0.22,0,0,0.683333,0.275,1
0.974359,0.724638,0,0.39,0,0,0.3,0.275,1
1,0.724638,0.027397,0.42,0,0,0.366667,0.275,1
0.794872,0.492754,0.109589,0.34,0,0,0.633333,0.275,1
0.461538,0.449275,0.232877,0.2,0,0,0.716667,0.275,1
0.346154,0.376812,0.232877,0.18,1,0,0.55,0.275,1
0.474359,0.405797,0.068493,0.22,0,0,0.616667,0.275,1
0.25641,0.724638,0.150685,0.14,0,0,0.616667,0.275,1
0.230769,0.304348,0.260274,0.15,0,0,0.633333,0.3875,1
0.653846,0.521739,0.09589,0.19,0,0,0.666667,0.3375,1
0.782051,0.695652,0.356164,0.33,0,0,0.633333,0.275,1
0.769231,0.594203,0.109589,0.35,0,0,0.783333,0.35,1
0.884615,0.782609,0.191781,0.36,0,0,0.5,0.275,1
0.666667,0.434783,0.30137,0.23,0,0,0.283333,0.4,1
0.641026,0.521739,0.164384,0.19,0,0,0.583333,0.4875,1
0.858974,0.826087,0.09589,0.15,0,0,0.666667,0.275,1
0.564103,0.724638,0.232877,0.53,0,0,0.65,0.275,1
0.794872,0.594203,0.219178,0.17,0,0,0.666667,0.275,1
0.858974,0.768116,0.328767,0.4,0,0,0.7,0.275,1
0.794872,1,0.164384,0.41,0,0,0.666667,0.275,1
0.820513,0.463768,0.342466,0.2,0,0,0.583333,0.3125,1
0.75641,0.391304,0.273973,0.3,0,0,0.666667,0.5875,1
0.679487,0.507246,0.178082,0.26,0,0,0.633333,0.325,1
0.615385,0.521739,0.123288,0.19,0,0,0.716667,0.275,1
